Nothing	ID	Sentiment	Tweet	Time
NA	910	negative	RT @CrimeSceneCandy: The sky is a nice apocalyptic yellow #saintjohn #skyporn	Wed Aug 26 09:56:22 +0000 2015
NA	911	negative	@CultureOfOne noticed this as soon as i woke up. weird.	Wed Aug 26 09:54:41 +0000 2015
NA	912	positive	it is a beautiful surreal feeling to walk where your roots are	Tue Aug 25 23:26:23 +0000 2015
NA	913	positive	@UptownNancy had to stop 1/3 of the way through to wipe away the tears.  thank you. &lt;3	Tue Aug 25 19:24:38 +0000 2015
NA	914	positive	holy smokes!  take a lesson, gentlemen... http://t.co/LxCsKB0bpb '104 year old grandpa expresses himself with timeless style'	Tue Aug 25 17:45:14 +0000 2015
NA	915	neutral	http://t.co/29e1BHB1tq	Tue Aug 25 14:28:57 +0000 2015
NA	916	negative	banksy's dismal project #Dismaland https://t.co/SObOKuna2A	Tue Aug 25 01:19:30 +0000 2015
NA	917	neutral	mom is home. the radio is back to @CBCRadio2.	Tue Aug 25 00:28:54 +0000 2015
NA	918	neutral	summer nights @VisitSaintJohn http://t.co/VqqztCW8HO	Tue Aug 25 00:00:20 +0000 2015
NA	919	negative	this summer is pouring out sunshine and heat as I remember summer growing up.  warm, humid, sticky bliss and going barefoot in the rain. ❤	Mon Aug 24 20:10:27 +0000 2015
NA	920	positive	@TheLessonLocker you are THE BEST.  thank you, much appreciated! :)	Mon Aug 24 19:24:43 +0000 2015
NA	921	positive	..i know this feeling.  only with shoes ;) https://t.co/gZuiKRi6iR	Mon Aug 24 19:24:02 +0000 2015
NA	922	positive	@TheLessonLocker YES! :)	Mon Aug 24 19:22:01 +0000 2015
NA	923	positive	@TheLessonLocker okay, now you need to explain it to me again ;) holy scientific.  thanks, trev.  enjoy your hike!	Mon Aug 24 19:21:22 +0000 2015
NA	924	positive	RT @uptownsaintjohn: AMAZING photos of #ThirdShiftSJ this past weekend by @markhemmings.  Mark, you've captured the magic here! http://t.co…	Mon Aug 24 15:17:49 +0000 2015
NA	925	positive	RT @ProgressMedia: Our readers have spoken. Here's our 2015 Best of the East survey results! http://t.co/FREfiG1elK http://t.co/9tfWFvgXpr	Mon Aug 24 14:40:01 +0000 2015
NA	926	positive	'the most courageous act is still to think for yourself.' coco chanel	Mon Aug 24 03:08:18 +0000 2015
NA	927	positive	requesting a link to the best 'carbs don't make you fat' article you can get your hands on.. @TheLessonLocker Please :)	Sun Aug 23 19:56:29 +0000 2015
NA	928	neutral	RT @mymodernmet: Artist turns historical photos into colorfully whimsical composites http://t.co/i86pTUEypX http://t.co/cOlSmWfdIR	Sun Aug 23 13:22:36 +0000 2015
NA	929	positive	RT @mymodernmet: Adorable! Couple asks their grandmas to be flower girls at their wedding http://t.co/HvqQ2sTEKP http://t.co/obd5HmqeLK	Sun Aug 23 13:12:11 +0000 2015
NA	930	negative	grieving... http://t.co/PppXgW5RUJ via @tickld	Sat Aug 22 22:17:10 +0000 2015
NA	931	negative	'naked in that brightlightthe four horse falls..throws a 112poundboy into the hoovesof 35000 eyesgoodnight sweetlittlemotherfucker'	Sat Aug 22 16:53:00 +0000 2015
NA	932	positive	summer at its best.  i've paused countless times this summer appreciating the moment, like I wish it would never end.	Fri Aug 21 20:50:40 +0000 2015
NA	933	neutral	the future is wide open	Fri Aug 21 02:23:22 +0000 2015
NA	934	positive	great show, boys Flipside45 @OldeDublinPub http://t.co/5pwKQUKdfs	Fri Aug 21 02:00:55 +0000 2015
NA	935	neutral	maritime rooftops #PEI http://t.co/Sje2Zy8186	Thu Aug 20 21:04:31 +0000 2015
NA	936	positive	this is amazing  #urbanart  lucky to have such epic local talent! @SerfCity  https://t.co/WVpr8RRPjb	Thu Aug 20 12:37:18 +0000 2015
NA	937	neutral	sunny patio dining in charlottetown, pei http://t.co/V8GTshZH3d	Wed Aug 19 17:48:54 +0000 2015
NA	938	positive	RT @mylesdavid: Check it out. My brother Sean @foodimprover was named top 27 #science twitter feeds by @wired!! http://t.co/HqwKpsKhQ9	Wed Aug 19 03:19:36 +0000 2015
NA	939	negative	Why becoming an Interesting person is no longer Interesting to Me.  @elephantjournal http://t.co/bvFDdecaKY	Tue Aug 18 17:43:45 +0000 2015
NA	940	positive	trying to find a happy song for today https://t.co/mImIZ89vSF #dreams @beck	Tue Aug 18 13:56:58 +0000 2015
NA	941	neutral	http://t.co/QhlyvvKB2Q	Tue Aug 18 12:59:47 +0000 2015
NA	942	positive	i'm just patiently waiting for the melatonin to kick in	Tue Aug 18 03:12:39 +0000 2015
NA	943	negative	'if through my cracked and dusted dime-store lipsi spoke these words out loud would no one hear me?'	Tue Aug 18 03:08:57 +0000 2015
NA	944	positive	dusk at 8:42pm.  gorgeous evening.	Mon Aug 17 23:43:29 +0000 2015
NA	945	positive	nice #stacyadams sneaks at frenchys, west. mens size 9.5 http://t.co/vI6xsdEfvs	Mon Aug 17 20:06:13 +0000 2015
NA	946	positive	This Guy’s Welds Are A Work of Art (12 photos) «TwistedSifter http://t.co/KvRKmyiMbA	Mon Aug 17 18:30:37 +0000 2015
NA	947	positive	RT @lensculture: STREET PHOTOGRAPHERS—SHOW US YOUR WORK! FREE review, MASSIVE exposure &amp; much more... http://t.co/RJ63U5n1SP http://t.co/0B…	Mon Aug 17 16:30:21 +0000 2015
NA	948	neutral	RT @MichaelE_4: New hometown. New band. #feelingroovy #iwillresonatelife	Mon Aug 17 15:34:24 +0000 2015
NA	949	neutral	RT @mental_floss: How to Toast Around the World — http://t.co/OkPT6ltO39 http://t.co/jgIyfu911k	Mon Aug 17 14:56:13 +0000 2015
NA	950	positive	@UptownHeather maybe there is hope yet ;)	Mon Aug 17 14:15:30 +0000 2015
NA	951	negative	life is too short to be too careful	Mon Aug 17 13:59:38 +0000 2015
NA	952	negative	RT @peopleofhalifax: Good morning Halifax! I am not a morning person, already running late for my day. Today's Get up get going song http:/…	Mon Aug 17 10:48:12 +0000 2015
NA	953	positive	RT @tiersespace: Today's #ThirdShiftSJ spotlight, on Saint John's Acre Architects Inc.'s "The Park": http://t.co/WhXwJ7yfBa	Sat Aug 15 11:27:32 +0000 2015
NA	954	positive	@shakes31471 hang in there. enjoy the weekend :)	Fri Aug 14 17:06:03 +0000 2015
NA	955	neutral	RT @VICE: The Polar Extremes of Communities Behind California's 'Redwood Curtain' http://t.co/eMGAQQ5DWh http://t.co/ymKPiXAswt	Thu Aug 13 14:59:28 +0000 2015
NA	956	positive	RT @RichHarris2: People who make you smile consistently. Hang on to those people.	Thu Aug 13 13:25:35 +0000 2015
NA	957	positive	with the exception of jon bon jovi, missing their charisma and rockstar persona, there's little to be desired here. http://t.co/3SPaK7GHD6	Thu Aug 13 13:19:30 +0000 2015
NA	958	positive	..or break a wall down ;)  @thbrothers11	Wed Aug 12 15:14:10 +0000 2015
NA	959	neutral	RT @thbrothers11: When a door closes a fella just needs to find a window	Wed Aug 12 15:13:54 +0000 2015
NA	960	positive	RT @HanceCBC: OK, Saint John. Spill your secrets.	Wed Aug 12 14:07:31 +0000 2015
NA	961	neutral	http://t.co/bhVfj22LB8	Wed Aug 12 13:26:38 +0000 2015
NA	962	positive	https://t.co/W3PUZ30UlL PERFECT	Wed Aug 12 00:47:31 +0000 2015
NA	963	positive	'i am at ease...'  https://t.co/kYzbVC3eAv  this boy is soothing and talented beyond beyond. i can't even. @amoslee	Wed Aug 12 00:39:50 +0000 2015
NA	964	positive	RT @ACREarchitects: Vote for the love of #Ploye #Donairs #Elvis &amp; #Hemingway @PortCityRoyal for @enRoutemag to http://t.co/EtuEcItQHe http:…	Tue Aug 11 22:27:26 +0000 2015
NA	965	positive	this will be good https://t.co/DwNjyAf3vz @heyrosetta @yukonblonde Kent Theatre, Nov 25	Tue Aug 11 21:42:05 +0000 2015
NA	966	positive	Great service from @CanadianTire Saint John. NB.  James, in automotive...the best! thank you.	Tue Aug 11 20:55:29 +0000 2015
NA	967	positive	@Rednexrocker lol, true.  haha ;)	Tue Aug 11 18:09:13 +0000 2015
NA	968	positive	RT @Rednexrocker: Awesomeness Factor = ✔ https://t.co/Ebq03PZb6d	Tue Aug 11 16:15:01 +0000 2015
NA	969	neutral	http://t.co/R0m0dOEjCc	Tue Aug 11 15:33:26 +0000 2015
NA	970	negative	regrets = zero #lifeisgood	Tue Aug 11 15:28:41 +0000 2015
NA	971	neutral	RT @cjellison13: Playing Summer In The Square today! @uptownsaintjohn	Tue Aug 11 14:22:18 +0000 2015
NA	972	negative	RT @bnobles15: I hear people rip apart our hometown/province all the time. Personally, I wouldn't want to live… https://t.co/2jwasmFndN	Tue Aug 11 14:21:17 +0000 2015
NA	973	positive	'some nights i believe that a car w gas needle on empty can run fifty more miles if you have the right music on the radio' hunter s thompson	Tue Aug 11 03:16:12 +0000 2015
NA	974	neutral	RT @MrRondeezy: I can't stop watching this… http://t.co/Q8MmNhR870	Mon Aug 10 20:29:12 +0000 2015
NA	975	neutral	https://t.co/GipEjJ8kC9'i remember you'@eilenjewell	Mon Aug 10 19:10:20 +0000 2015
NA	976	negative	for someone who hates confrontation, i have a fine share to deal with.	Mon Aug 10 15:36:10 +0000 2015
NA	977	negative	the gulls have really messed up the pedway windows	Mon Aug 10 12:08:21 +0000 2015
NA	978	neutral	'buy the ticket, take the ride.' ~hunter s. thompson	Mon Aug 10 02:16:41 +0000 2015
NA	979	negative	RT @mmkipps: Not all treasure is silver and gold, mate.	Mon Aug 10 02:14:36 +0000 2015
NA	980	neutral	#livelifeuptown http://t.co/UFwRkjJYmh	Mon Aug 10 01:28:59 +0000 2015
NA	981	positive	RT @RossGalbraith: Fantastic job on this phase of the #TinCanBeach revitalization! Big shout out to @graeme_sr, @Melnortonsj, Lowie, etc ht…	Sun Aug 09 23:09:09 +0000 2015
NA	982	neutral	RT @IAFFLocal771: Big thanks to the #SJFFs for volunteering their time at this years @MarathonSJ #saintjohn http://t.co/iVJ1t71n1r	Sun Aug 09 22:46:45 +0000 2015
NA	983	positive	RT @CasaJos: Last runner gets best award of all @MarathonSJ from a scantily-clad Mandalorian Mercenary #MBTS http://t.co/okPCf3sQE8	Sun Aug 09 22:46:17 +0000 2015
NA	984	positive	RT @JimKuehnel: Piano to give away. It's not the prettiest thang, but it sounds really nice and stays remarkably well in tune.... http://t…	Sun Aug 09 21:07:51 +0000 2015
NA	985	neutral	ummm??  RT @nationalpost: Group throwing 'Deliciously Disabled' sex-positive party in Toronto during Parapan Am Games http://t.co/udDDYp9YOq	Sun Aug 09 20:49:12 +0000 2015
NA	986	neutral	Billboard - Rod Stewart to Reunite With Faces For First Time in 40 Years http://t.co/0pcuLtzoP6	Sun Aug 09 20:39:34 +0000 2015
NA	987	neutral	RT @brundle_fly: Mulcair says under the Liberals and Harper there were only rises in Green house gasses, but as Environment Minister, he re…	Sun Aug 09 20:31:33 +0000 2015
NA	988	neutral	http://t.co/PnbZGRFGVO	Sun Aug 09 20:25:36 +0000 2015
NA	989	neutral	'reality leaves a lot to the imagination.' ~john lennon	Sun Aug 09 05:09:17 +0000 2015
NA	990	positive	interesting. #GameofThrones beer.  @shannonmagee http://t.co/jTw2s26zyH	Sat Aug 08 22:52:46 +0000 2015
NA	991	neutral	'oh let the sun beat down upon my face, stars to fill my dream'	Sat Aug 08 18:45:35 +0000 2015
NA	992	positive	such a gorgeous day in uptown saint john.  summer in this port city is beautiful. #livelifeuptown http://t.co/EcRwrfdQsN	Sat Aug 08 16:39:58 +0000 2015
NA	993	positive	low tide in the port city.  too bad this isn't scratch and sniff ;) http://t.co/PYQthoRtsY	Sat Aug 08 16:35:23 +0000 2015
NA	994	positive	@TheFwordNB @DowntownFred s, always a pleasure to have you visit. we love hanging in Freddy too. nice we're so close, best of both worlds ;)	Sat Aug 08 16:19:29 +0000 2015
NA	995	neutral	RT @BMcLeanSports: Dunsmore putting on a show in King Square. @uptownSaintJohn. #livelifeuptown http://t.co/3RDR0wRLGu	Sat Aug 08 16:15:47 +0000 2015
NA	996	negative	hearing that da' bomb is totally da bomb. just opening the second location, main st north. colossal ice cream &amp; eats. http://t.co/jxvcc6ZslP	Sat Aug 08 15:41:53 +0000 2015
NA	997	neutral	http://t.co/wB3IAPWAGs	Sat Aug 08 02:11:26 +0000 2015
NA	998	positive	calm and fog free @rockwoodpark tonight.  beautiful. http://t.co/T0njEhiG7Q	Thu Aug 06 23:37:08 +0000 2015
NA	999	positive	'..for all that i've blessed, and all that i've wronged.in dreams until my death i will wander on.'   https://t.co/wHC3B7HuF9	Wed Aug 05 22:02:25 +0000 2015
NA	1000	neutral	David Byrne &amp; St. Vincent - Who (Official Video) https://t.co/JOByeiIDIT via @YouTube	Wed Aug 05 19:30:23 +0000 2015
NA	1001	neutral	RT @thbrothers11: This is a little concerning http://t.co/ZUQzV1EZ0L	Wed Aug 05 19:10:07 +0000 2015
NA	1002	neutral	RT @bloggershalifax: What'S Playing Wednesday: Father John Misty - (Lifestyle) http://t.co/y5gph1OaN1	Wed Aug 05 10:12:51 +0000 2015
NA	1003	neutral	RT @TheWrap: .@idriselba Makes History as First Male @MaximMag Cover (Photo) http://t.co/PRpP9mbH2c http://t.co/xxC4Ixm14c	Tue Aug 04 23:09:15 +0000 2015
NA	1004	negative	sometimes forever isn't	Tue Aug 04 19:56:36 +0000 2015
NA	1005	positive	RT @TheLessonLocker: Recently spotted in uptown Saint John. See...education works! #science #graffiti http://t.co/iWiXurNEMN	Tue Aug 04 17:44:19 +0000 2015
NA	1006	positive	23 Best Movies On Netflix You Haven’t Yet Seen http://t.co/HOzv26sg3W via @agoodmovietw	Tue Aug 04 13:59:34 +0000 2015
NA	1007	negative	put on your own oxygen mask first.critical advice.	Tue Aug 04 02:19:16 +0000 2015
NA	1008	positive	Maybe you'll get a replacementThere's plenty like me to be foundMongrels who ain't got a pennySniffing for tidbits like you on the ground	Mon Aug 03 20:42:10 +0000 2015
NA	1009	neutral	bono and fallon. *chuckle .... http://t.co/6KRr3kcmZp via @youtube	Mon Aug 03 15:50:43 +0000 2015
NA	1010	positive	@gracepoint555 and wasn't afraid to change direction and go against the grain or expected. thanks for this :)	Mon Aug 03 15:30:12 +0000 2015
NA	1011	neutral	'spades' https://t.co/XvdTpdVlBQ @jenngrantmusic @Buck65	Mon Aug 03 05:09:26 +0000 2015
NA	1012	positive	RT @SaintJohnNBRR: Joshua Group prepares to open new facility in Saint John http://t.co/DBljTE9b6M http://t.co/BYqh6KvObN	Mon Aug 03 00:10:17 +0000 2015
NA	1013	positive	RT @InPursuitTruck: GOOD MORNING from our Sunday happy place! @QueenSquareFM Rainbow Park runs from 9-2pm today. Can't wait to see you! htt…	Sun Aug 02 15:17:49 +0000 2015
NA	1014	positive	@DominiqueOzelie ..i know, adorable ❤ ..not mine, but i'm lucky to share :)	Sun Aug 02 15:17:07 +0000 2015
NA	1015	positive	good morning :) http://t.co/3Lgw3KX03D	Sun Aug 02 14:46:27 +0000 2015
NA	1016	neutral	http://t.co/5AoIi4fQZm	Sat Aug 01 15:26:14 +0000 2015
NA	1017	positive	'isn’t it funny how day by day nothing changes, but when we look back everything is different.” ~ C.S. Lewis	Sat Aug 01 15:23:18 +0000 2015
NA	1018	neutral	the girl with kaleidoscope eyes	Fri Jul 31 20:47:46 +0000 2015
NA	1019	neutral	Photographic captures of four Ottawa women on a 1954 road trip across Canada and US. http://t.co/3brukw3Y17	Fri Jul 31 13:27:33 +0000 2015
NA	1020	neutral	1000 musicians 'learn to fly' http://t.co/mdqPuo4OmC	Thu Jul 30 21:55:32 +0000 2015
NA	1021	neutral	Howard Schatz: A Lifetime of Exploring Vision http://t.co/SiCbPmZJ6c via @nytimesphoto	Thu Jul 30 13:53:19 +0000 2015
NA	1022	neutral	Capturing the Stillness of Surfers in Portraits http://t.co/AEGLSkIojb via @nytimesphoto	Thu Jul 30 13:51:54 +0000 2015
NA	1023	positive	RT @CityLab: Transit advocates aren't falling for the flashy, $4 billion LaGuardia Airport upgrade http://t.co/efTtYsRDXw http://t.co/FdSFx…	Thu Jul 30 10:38:09 +0000 2015
NA	1024	positive	does it get any better? http://t.co/NGpWfCeWqZ	Thu Jul 30 03:44:10 +0000 2015
NA	1025	positive	twitter just got a lot cooler, welcome @GargameleStick2!! hey, enjoy #Osheaga tweet some pics!	Thu Jul 30 03:29:48 +0000 2015
NA	1026	neutral	breathing in the salty air http://t.co/cHG4RCNxiK	Wed Jul 29 23:11:35 +0000 2015
NA	1027	positive	RT @therealme4102: When desire, wants, and needs collide. It's the perfect storm, hold on tight.	Wed Jul 29 15:20:34 +0000 2015
NA	1028	neutral	RT @MaximMag: 6 things you need to know about the @YamahaMotorUSA XSR700. http://t.co/2Xk8WpKaku http://t.co/pDBbKCcnU9	Tue Jul 28 21:17:37 +0000 2015
NA	1029	neutral	28 Photos That Will Make Your Heart Rate Increase. I'm Still Recovering. http://t.co/ornQVagUID via @___Dose___	Tue Jul 28 13:39:14 +0000 2015
NA	1030	positive	beautiful evening walk. love summer nights, even sj foggy ones. @rockwoodpark http://t.co/IxuS6mtmNH	Mon Jul 27 23:34:20 +0000 2015
NA	1031	negative	your barbed wire tattoo doesn't even go all the way around	Mon Jul 27 23:04:12 +0000 2015
NA	1032	neutral	'coffee black and egg white'	Mon Jul 27 19:06:12 +0000 2015
NA	1033	positive	hey freddy peeps, this is a guaranteed good show in officers square thurs pm https://t.co/JRrQW6jXjA  @earthboundtrio	Mon Jul 27 17:26:53 +0000 2015
NA	1034	positive	RT @uptownsaintjohn: #Uptownmugs 37 We all know him as the fashionable man about town.A chat w Dan Mcgagney @ColwellsFashion @DanMcGaghey. …	Mon Jul 27 15:21:31 +0000 2015
NA	1035	neutral	'lay me down' https://t.co/RW3m9SkDsX @FortunateOnesNL this gets me every time!	Mon Jul 27 14:37:01 +0000 2015
NA	1036	neutral	I just used Shazam to discover Jealous Again by The Black Crowes. http://t.co/BmoLmWwSAK	Sat Jul 25 21:25:42 +0000 2015
NA	1037	positive	starting saturday right with a hike in the park.  @rockwoodpark http://t.co/HprcUunvTP	Sat Jul 25 15:12:56 +0000 2015
NA	1038	positive	@CrimeSceneCandy @uptownsaintjohn uptown wildlife ;)	Fri Jul 24 18:46:16 +0000 2015
NA	1039	negative	twitter is the blue bird symbol, not the blue 't.'	Fri Jul 24 11:52:08 +0000 2015
NA	1040	negative	'life is hard and drinking is easy,' 'you can't selectively numb emotions' there are a number of truths in this piece http://t.co/AHuglGoHUq	Fri Jul 24 02:36:33 +0000 2015
NA	1041	negative	my heart almost can't handle this beauty -&gt; Potographer Shows Homeless In A New Light To Remind Us... http://t.co/CApFgxIpQN via @boredpanda	Fri Jul 24 02:25:43 +0000 2015
NA	1042	positive	the great @leonbridges https://t.co/xtVhflWfCv this song is delicate and beautiful. &lt;3	Thu Jul 23 19:26:26 +0000 2015
NA	1043	positive	@MLBarnes26 @mpaulelias nice, marce! :)	Thu Jul 23 13:47:32 +0000 2015
NA	1044	positive	some people build shrines to themselves. interesting, though not really.	Thu Jul 23 12:13:29 +0000 2015
NA	1045	positive	this is looking like a lunch in the park kind of day.  definitely.	Thu Jul 23 12:05:02 +0000 2015
NA	1046	positive	splendid enlightenment, right here.  #MustRead http://t.co/YUjPIi1D3y	Thu Jul 23 12:00:52 +0000 2015
NA	1047	neutral	RT @tapiture: Yes, these wine trucks do exist! Time to go out and search for one on  #WineWednesday http://t.co/hGAgWK87Ts http://t.co/OpeA…	Thu Jul 23 02:11:45 +0000 2015
NA	1048	neutral	ziploc presents 'little beasts,' http://t.co/ugfAMR792M	Thu Jul 23 02:09:02 +0000 2015
NA	1049	negative	Woody Allen’s Dark, Tedious Fantasies http://t.co/6EtsaQY5HX	Wed Jul 22 21:50:26 +0000 2015
